Country;Region;DataYear;ClassGrade;Gender;Ageyears;Handed;Height_cm;Footlength_cm;Armspan_cm;Languages_spoken;Travel_to_School;Travel_time_to_School;Reaction_time;Score_in_memory_game;Favourite_physical_activity;Importance_reducing_pollution;Importance_recycling_rubbish;Importance_conserving_water;Importance_saving_energy;Importance_owning_computer;Importance_Internet_access;Left_Footlength_cm;Longer_foot;Index_Fingerlength_mm;Ring_Fingerlength_mm;Longer_Finger_Lefthand;Birth_month;Favorite_Season;Allergies;Vegetarian;Favorite_Food;Beverage;Favorite_School_Subject;Sleep_Hours_Schoolnight;Sleep_Hours_Non_Schoolnight;Home_Occupants;Home_Internet_Access;Communication_With_Friends;Text_Messages_Sent_Yesterday;Text_Messages_Received_Yesterday;Hanging_Out_With_Friends_Hours;Talking_On_Phone_Hours;Doing_Homework_Hours;Doing_Things_With_Family_Hours;Outdoor_Activities_Hours;Video_Games_Hours;Social_Websites_Hours;Texting_Messaging_Hours;Computer_Use_Hours;Watching_TV_Hours;Paid_Work_Hours;Work_At_Home_Hours;Schoolwork_Pressure;Planned_Education_Level;Favorite_Music;Superpower;Preferred_Status;Role_Model_Type;Charity_Donation;;
USA;CA;2016;12;Female;17;Right-Handed;171;25;171;3;Car;10;.46;39;Other;626;626;1000;508;1000;1000;25;Same length;85;85;Same length;April;Fall;No;No;Seafood;Juice;English;5;9;6;Yes - broadband connection;Internet chat or instant messaging;;;6;0;5;0;1;0;4;4;20;1;9;2;A lot;Graduate degree;Other;Freeze time;Happy;Relative;Arts, culture, sports;;
USA;CA;2017;12;Female;17;Ambidextrous;152;22;147;2;Bus;40;0.395;42;Other;500;500;600;600;700;900;22;Same length;70;65;Index finger;July;Winter;No;No;Pizza/Pasta;Tea;English;6;9;2;Yes - broadband connection;Internet chat or instant messaging;20;25;6;1;5;8;20;20;20;4;30;2;25;0;Some;Other;Other;Telepathy;Rich;Coach or club leader;International aid;;
USA;CA;2012;12;Male;17;Right-Handed;182;28.5;187;1;Car;7;.25;37;Soccer;713;600;802;800;850;826;29;Left foot;90;87;Index finger;June;Winter;No;No;Meat;Juice;;8;8;3;Yes - broadband connection;Cell phone;27;28;30;2;8;10;6;3;12;15;12;6;0;6;Some;Graduate degree;Country;Super strength;Happy;Relative;Wildlife, animals;;
USA;CA;2015;6;Male;11;Right-Handed;134;27;153;1;Walk;15;0.957;68;Football (American);374;620;150;476;251;727;24;Same length;80;70;Index finger;June;Summer;No;No;Pizza/Pasta;Water;Computers and technology;10;6;11;Yes - broadband connection;Cell phone;27;20;4;2;1;2;5;3;1;1;4;6;2;3;Very little;Graduate degree;Rap/Hip hop;Super strength;Healthy;Relative;Arts, culture, sports;;
USA;CA;2021;12;Female;17;Right-Handed;157,4;18;147,3;3;Car;2;0.342;37;Other;1000;1000;1000;1000;500;800;18;Same length;8;7;Index finger;February;Winter;No;No;Other;Water;Social studies;5;10;6;Yes - other;Text messaging;0;0;0;0;0;7;0;0;24;2;24;24;6;0;Some;Graduate degree;Rap/Hip hop;Invisibility;Rich;Relative;Health;;
USA;CA;2018;9;Female;14;Right-Handed;146;21;145;2;Car;15;0.469;35;Dancing;600;300;500;500;800;900;22;Left foot;85;75;Index finger;February;Fall;No;No;Meat;Juice;Art;7;8;4;Yes - other;In person;72;108;42;1;14.5;2;56;14;46;14;46;14;0;4;A lot;Graduate degree;Other;Freeze time;Rich;Musician or singer;Education/Youth development;;
USA;CA;2023;12;Male;16;Right-Handed;173,9;26.8;180;2;Car;7;0.318;40;Football (American);353;187;535;898;925;920;26.8;Same length;77;81;Ring finger;July;Summer;No;Yes;Pizza/Pasta;Water;Computers and technology;7;9;3;Yes - broadband connection;Text messaging;45;67;5;1;21;3;10;21;4;4;84;7;1;1;Some;Graduate degree;Rap/Hip hop;Freeze time;Rich;Sports person;International aid;;
USA;CA;2012;12;Male;17;Right-Handed;152;30;168;1;Car;9;.27;33;Lacrosse;30;40;50;30;1000;1000;30;Same length;80;80;Same length;January;Fall;Yes;No;Meat;Water;Computers and technology;7;12;3;Yes - broadband connection;In person;70;80;135;1;3;130;80;1;3;20;10;8;0;2;A lot;Undergraduate degree;Techno/Electronic;Freeze time;Rich;Friend;Wildlife, animals;;
USA;CA;2018;12;Male;16;Right-Handed;185;30;190;4;Boat;120;.719;56;Swimming;0;0;0;0;1000;1000;28;Right foot;19;12;Index finger;October;Winter;No;No;Fruit;Water;Art;5;16;7;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;2000;1;2;7;1;15;2;65;100;20;100;12;0;3;A lot;Undergraduate degree;Classical;Fly;Happy;Other;Other;;
USA;CA;2017;12;Female;17;Right-Handed;162;23;167;2;Car;6;.35;43;Dancing;963;636;900;872;684;914;23;Same length;80;78;Index finger;January;Spring;No;Yes;Rice/Noodle dishes;Water;Other;6;8;4;Yes - broadband connection;Internet chat or instant messaging;14;19;7;1;28;10;0;0;20;7;35;25;1;10;A lot;Graduate degree;Rap/Hip hop;Freeze time;Happy;Actor;Education/Youth development;;
USA;CA;2018;12;Male;17;Right-Handed;171;26;178;2;Walk;15;0.31;32;Running/Jogging;1000;1000;1000;1000;1000;1000;26;Same length;80;90;;November;Winter;Yes;No;Pizza/Pasta;Coffee;Computers and technology;4;8;5;Yes - broadband connection;Cell phone;84;67;1;1;1;1;1;1;2;1;6;4;5;2;Some;Graduate degree;Rap/Hip hop;Super strength;Healthy;Sports person;Religious;;
USA;CA;2014;5;Male;10;Right-Handed;143;19;132;1;Car;20;0.997;55;Martial Arts;1000;1000;1000;1000;800;500;20;Left foot;60;55;Index finger;May;Spring;Yes;No;Poultry;Other;Other;9;10;3;Yes - other;Text messaging;2;3;5;2;2;6;1;4;3;2;5;3;0;74;None;Graduate degree;Country;Freeze time;Healthy;Relative;Environment;;
USA;CA;2020;7;Female;14;Right-Handed;161;274;16;2;Car;15;2.495;47;Baseball/Softball;695;529;781;412;802;10002;26;Right foot;76.2;51.2;Index finger;October;Summer;No;No;Rice/Noodle dishes;Juice;History;;;;;;;;;;;;;;;;;;;;;;;;Healthy;Business person;;;
USA;CA;2015;6;Female;12;Right-Handed;158;23;152;2;Walk;15;53;60;Soccer;800;900;1000;200;200;300;23;Same length;70;80;Ring finger;May;Summer;No;No;Rice/Noodle dishes;Tea;Computers and technology;7;9;7;Yes - other;Internet chat or instant messaging;0;1;5;1;3;3;1;3;1;2;3;1;7;24;None;Some college;Pop;Freeze time;Happy;Other;Health;;
USA;CA;2016;12;Male;17;Right-Handed;177;30;93;1;Walk;10;2;20;Other;1000;700;700;800;300;400;30;Same length;7;8;Ring finger;September;Winter;Yes;No;Salads;Water;Other;8;10;6;Yes - broadband connection;Internet chat or instant messaging;50;50;10;3;10;10;3;5;5;6;9;4;4;4;Very little;Graduate degree;Other;Telepathy;Happy;Business person;Health;;
USA;CA;2015;4;Male;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2011;12;Male;17;Right-Handed;187,9;33.0;195,7;1;Car;6;.47;58;Cycling;800;700;400;;500;700;33.0;Same length;17;18;Ring finger;April;Winter;No;No;Poultry;Water;Physical education;8;9;4;Yes - broadband connection;In person;6;11;6;1;8;5;10;8;20;2;20;15;7;4;None;;;;;;;;
USA;CA;2017;11;Male;17;Right-Handed;191;32.7;201;1;Car;10;.335;24;Basketball;700;450;650;700;600;850;32.7;Same length;70;70;Same length;February;Summer;Yes;No;Meat;Water;Mathematics and statistics;7;9;3;Yes - dial-up connection;Text messaging;60;88;20;0;20;10;30;5;2;2;5;1;0;1;A lot;Graduate degree;Rap/Hip hop;Fly;Happy;Relative;Health;;
USA;CA;2017;12;Female;16;Right-Handed;164;23;150;2;Car;20;0.471;43;Soccer;900;960;990;1000;210;930;23;Same length;100;70;Index finger;October;Winter;No;No;Meat;Water;History;10;8;5;Yes - broadband connection;Internet chat or instant messaging;0;3;8;0;3;6;2;0;0;1;0;5;1;3;Some;High school;Rap/Hip hop;Freeze time;Rich;Other;International aid;;
USA;CA;2018;11;Male;17;Right-Handed;175;26;180;1;Car;16;.267;32;Athletics;900;590;250;880;500;850;25;Right foot;101;108;Ring finger;April;Winter;No;No;No favorite;Water;Science;6.5;8;4;Yes - broadband connection;Text messaging;45;40;2;0;20;5;6;20;4;4;10;1;25;1;Some;Graduate degree;Rap/Hip hop;Freeze time;Happy;Business person;Wildlife, animals;;
USA;CA;2018;12;Male;17;Right-Handed;175,3;24.76;175,3;2;Car;11;0.038;35;Other;900;800;800;950;900;950;24.76;Same length;82;79;Index finger;January;Fall;Yes;No;Pizza/Pasta;Milk;Social studies;7.5;8.5;4;Yes - broadband connection;Text messaging;30;30;30;1;3;1.5;6;4;8;3;20;1;1;1;None;Graduate degree;Other;Fly;Rich;Friend;Environment;;
USA;CA;2023;10;Female;15;Right-Handed;157,4;35;72;1;Car;10;0.721;40;Soccer;250;250;500;250;50;250;35;Same length;60;57;Index finger;July;Winter;No;No;Fruit;Water;Other;4-jun;8;7;Yes - other;In person;20;20;1;1;2;1-feb;0;0;2-mar;1;4;2;0;2-mar;Some;Graduate degree;Other;Invisibility;Rich;Relative;Health;;
USA;CA;2016;8;Male;14;Right-Handed;169,47;;;1;Car;3;0.267;12;Walking/Hiking;406;364;802;802;500;500;;Same length;;;;March;Summer;Yes;No;Meat;Tea;English;12;9;3;Yes - broadband connection;Other;40;40;3;0;3;3;4;12;2;2;8;1;0;3;Some;High school;Heavy metal;Freeze time;Rich;Other;Health;;
USA;CA;2016;12;Female;17;Right-Handed;162;23;165;2;Walk;30;2.055;41;Other;;;;;;;24;Left foot;7;7.5;Ring finger;April;Winter;No;No;Fruit;Other;Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2021;12;Male;15;Ambidextrous;172,5;26;170;2;Car;15;0.269;46;Running/Jogging;954;989;1000;1000;256;279;26;Same length;9;9.7;Ring finger;April;Spring;No;No;Meat;Water;Physical education;4-ago;6-ago;7;Yes - other;Text messaging;129;382;0-3;18;1-abr;1-feb;3-abr;oct-20;3-jun;7-dic;2-mar;0-1;0-1;1-feb;A lot;Other;Other;Fly;Happy;Other;Environment;;
USA;CA;2023;9;Male;15;Right-Handed;173,74;9cm;;2;Car;24;0.249;48;Soccer;1000;1000;100;920;364;358;9;Same length;30;30;Same length;August;Spring;No;No;Pizza/Pasta;Water;English;10;6;6;Yes - other;Cell phone;100;120;1hou;0;30min;3hour;1hour;0;0;2hour;24-jul;2hour;0;1hour;Some;Graduate degree;Jazz;Freeze time;Healthy;Sports person;Wildlife, animals;;
USA;CA;2013;12;Female;17;Ambidextrous;160;23;155;2;Car;30;0.406;40;Dancing;1000;1000;1000;1000;700;900;24;Left foot;90;70;Index finger;March;Winter;Yes;No;Seafood;Tea;Mathematics and statistics;6;9;4;Yes - broadband connection;In person;25;25;10;7;18;50;10;0;0;1;6;50;10;60;A lot;Graduate degree;Pop;Freeze time;Happy;Relative;Health;;
USA;CA;2014;12;Male;17;Right-Handed;183;25;50;1;Car;5;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2012;12;Female;18;Right-Handed;;24;165;2;Car;7;.358;34;Athletics;950;882;999;1000;2;1;25;Left foot;82;74;Index finger;March;Summer;Yes;No;Salads;Water;Science;7.5;8;4;Yes - other;In person;20;19;7;2;6;15;9;0;1;.5;3;4;0;2;Some;Graduate degree;Country;Invisibility;Healthy;Coach or club leader;Wildlife, animals;;
USA;CA;2020;12;Male;17;Right-Handed;172;27;;2;Car;15;0.43;46;Soccer;1000;1000;1000;1000;500;800;27;Same length;8;8;Same length;March;Summer;No;No;Poultry;Water;Art;8;0;5;Yes - other;Internet chat or instant messaging;40;100;4;1;0;10;2;20;15;3;100;20;5;18;None;High school;Rap/Hip hop;Super strength;Rich;Sports person;Health;;
USA;CA;2014;12;Female;16;Left-Handed;170,6;20.3;152;2;Car;9;.432;67;Baseball/Softball;800;800;1000;600;900;700;;Left foot;;;Ring finger;September;Spring;No;No;Meat;Water;English;6;8;6;Yes - broadband connection;In person;100;100;5;0;15;10;25;0;10;10;8;12;0;10;Some;Graduate degree;Pop;Telepathy;Happy;Sports person;Religious;;
USA;CA;2019;7;Female;12;Right-Handed;160;24;159;2;Car;6;0.316;37;Basketball;1000;1000;1000;1000;97;148;24;Same length;90;100;Ring finger;December;Winter;Yes;No;Desserts;Sports drink;Science;9;12;4;Yes - other;In person;2;30;5 h;2 h;4 h;10 m;4 h;1 h;1 h;30 m;30 m;0;0;0;None;Other;Techno/Electronic;Fly;Happy;Relative;Wildlife, animals;;
USA;CA;2019;12;Female;17;Left-Handed;176,7;23;166,4;2;Car;20;0.362;43;Other;663;460;439;225;695;930;23;Same length;70;70;Ring finger;April;Winter;No;No;Seafood;;English;6;8;3;Yes - broadband connection;Text messaging;28;40;5;.5;20;7;7;0;20;10;30;3;0;0;A lot;Graduate degree;Rhythm and blues (R&B);Telepathy;Happy;Relative;Wildlife, animals;;
USA;CA;2016;9;Male;15;Right-Handed;174;25;178;2;Skateboard/Scooter/Rollerblade;15;.347;67;Martial Arts;300;100;312;221;600;900;25;Same length;8;8;Same length;February;Winter;;No;No favorite;Water;Other;6;4;5;Yes - broadband connection;Internet chat or instant messaging;50;100;10;0;3;1;3;10;10;2;10;0;6;1;Very little;Graduate degree;Heavy metal;Freeze time;Rich;Politician;Health;;
USA;CA;2019;12;Male;22;Right-Handed;173,3;25.4;71;1;Walk;20;0.437;47;Baseball/Softball;882;824;610;754;930;909;25;Right foot;86;87;Ring finger;January;Winter;Yes;Yes;Breads/Sandwiches;Water;History;;6;3;Yes - broadband connection;;50;120;5;1;51;.5;.5;3;3;20;20;1;20;1;A lot;Undergraduate degree;Jazz;Super strength;Happy;Other;Wildlife, animals;;
USA;CA;2017;12;Female;17;Right-Handed;157,5;22;159;1;Bus;45;0.642;38;Dancing;460;450;476;465;1000;1000;22;Same length;5.82;4.62;Ring finger;February;Summer;Yes;No;Poultry;Water;Art;6;8;3;Yes - other;In person;5;10;8;3;4;6;2;0;12;2;1;3;8;4;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Business person;Health;;
USA;CA;2014;10;Female;15;Right-Handed;52;20;61;2;Car;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2023;9;Female;14;Right-Handed;160;23;165;2;Car;7;;43;None;487;701;882;947;834;1000;23;Same length;8;8;Same length;December;Fall;No;No;Other;Juice;Physical education;7;8-sep;6;Yes - other;Text messaging;100+;100+;30;75;50;130;10;2;12;400;65;34;0;0;Some;Graduate degree;Reggae;Telepathy;Rich;Relative;Wildlife, animals;;
USA;CA;2022;7;Male;12;Right-Handed;150;25cm;151;3;Bicycle;3-abr;.146;.951;Football (American);1800;1800;1600;1900;1700;1800;50;Same length;;;Ring finger;July;Winter;No;No;Meat;Water;Science;11;9;4;Yes - other;In person;50-70;60;68;45;5;110;40;20;15;17;25;15;;11;Some;Graduate degree;Techno/Electronic;Invisibility;Healthy;Sports person;Health;;
USA;CA;2015;6;Female;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2017;11;Male;15;Right-Handed;177,8;30.5;183;2;Bus;70;.36;40;Swimming;1000;1000;1000;1000;690;743;30.5;Same length;80;83;Same length;November;Summer;Yes;No;Meat;Water;History;8;10;6;Yes - other;In person;0;0;5;.3;20;5;5;3;0;.1;3;4;0;3;Some;Graduate degree;Rock and roll;Fly;Rich;Relative;Wildlife, animals;;
USA;CA;2020;9;Male;15;Right-Handed;;;;2;Car;10;0.503;40;Soccer;1000;497;364;802;5;1000;;Left foot;3;2.12;Same length;December;Summer;No;No;Poultry;Water;Music;6;6;2;Yes - other;Internet chat or instant messaging;100;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2019;12;Male;17;Right-Handed;171;24.5;174;1;Car;20;.375;37;Swimming;300;500;700;800;900;600;24;Same length;75;72;Index finger;February;Spring;Yes;No;Seafood;Water;Social studies;;;4;Yes - broadband connection;In person;3;4;20;.5;40;1;20;5;.5;1;15;0;0;.5;Some;Graduate degree;Pop;Telepathy;Rich;Business person;Other;;
USA;CA;2020;12;Female;17;Right-Handed;165;22;156;1;Car;10;0.447;45;Other;947;904;1000;727;198;406;22;Right foot;76;64;Index finger;July;Winter;Yes;No;Seafood;Water;Computers and technology;5h;10h;3;Yes - other;Text messaging;40;45;8;3;14;0;8;0;24;6;27;1;0;11;A lot;Graduate degree;Country;Telepathy;Healthy;Relative;Wildlife, animals;;
USA;CA;2019;12;Female;18;Right-Handed;160;25.5;150;2;Car;40;.627;53;Other;900;500;900;800;700;700;25;Right foot;55;58;Ring finger;June;Winter;No;No;Desserts;Tea;Art;5;8;3;Yes - broadband connection;In person;3;3;30min;5min;8hrs;1hr;1hr;0;0;10min;8hrs;6hrs;0;10min;A lot;Graduate degree;Other;Telepathy;Happy;Actor;Education/Youth development;;
USA;CA;2015;12;Female;17;Right-Handed;161,1;25;132;1;Car;10;0.694;75;Other;;;;;;;29.21;Same length;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2017;12;;16;Right-Handed;168;19;168;2;Bus;55;.462;66;Swimming;1000;1000;1000;1000;1000;1000;19;Same length;178;165;Index finger;March;Winter;No;No;Pizza/Pasta;Water;History;6;11;6;Yes - other;Myspace, Facebook, other social networking sites, or blog;2;6;28;42;35;18;21;0;36;5;38;42;0;14;A lot;Other;Rhythm and blues (R&B);Freeze time;Happy;Relative;Arts, culture, sports;;
USA;CA;2011;12;Male;17;Right-Handed;187,9;33.0;195,7;1;Car;6;.47;58;Cycling;800;700;400;;500;700;33.0;Same length;17;18;Ring finger;April;Winter;No;No;Poultry;Water;Physical education;8;9;4;Yes - broadband connection;In person;6;11;6;1;8;5;10;8;20;2;20;15;7;4;None;;;;;;;;
USA;CA;2014;12;Male;17;Right-Handed;185;27;185;1;Car;15;.71;43;Football (American);950;700;900;800;500;500;27;Same length;80;80;Same length;October;Summer;No;No;Meat;Water;History;7;9;3;Yes - broadband connection;In person;100;100;27;1;5;50;24;2;5;10;10;20;0;0;;Undergraduate degree;Country;Freeze time;Happy;Relative;Health;;
USA;CA;2015;6;Female;11;Right-Handed;151;22;122;1;Car;3;.44;48;Baseball/Softball;610;342;824;487;32;123;23;Left foot;69;62;Index finger;August;Summer;No;No;Rice/Noodle dishes;Water;Music;8;9;4;Yes - other;In person;2;3;36;0;3;5;7;0;1;0;1;14;1;3;Very little;Graduate degree;Pop;Freeze time;Healthy;Musician or singer;International aid;;
USA;CA;2015;6;Male;11;Right-Handed;145;23;56;3;Car;10;0.387;63;Basketball;598;698;598;698;398;598;23;Same length;80;70;Index finger;June;Summer;No;No;Rice/Noodle dishes;Milk;Mathematics and statistics;8;9;2;Yes - other;Myspace, Facebook, other social networking sites, or blog;3;4;3;0;6;4;2;1;1;2;3;2;0;0;Very little;Graduate degree;Rhythm and blues (R&B);Invisibility;Healthy;Coach or club leader;Health;;
USA;CA;2016;12;Male;17;Right-Handed;182,8;25.7;186;2;Car;7;.311;37;Football (American);476;487;529;599;508;519;25;Right foot;60;60;Same length;December;Winter;No;No;Meat;Water;Physical education;7;5;2;Yes - broadband connection;Text messaging;60;65;80;2;8;5;12;16;100;100;80;0;0;3;Some;Graduate degree;Rap/Hip hop;Fly;Rich;Relative;Education/Youth development;;
USA;CA;2019;11;Female;16;Right-Handed;148;24;120;1;Bus;60;0.504;80;Dancing;1000;1000;1000;1000;500;500;24;Same length;76;76;Same length;May;Spring;Yes;No;Pizza/Pasta;Water;Music;6;9;4;Yes - other;Myspace, Facebook, other social networking sites, or blog;3;3;120;168;4;48;0;0;168;0;0;0;0;2;A lot;Graduate degree;Rap/Hip hop;Telepathy;Healthy;Musician or singer;Environment;;
USA;CA;2018;12;Male;17;Right-Handed;177,8;25;171;2;Car;10;0.437;34;Athletics;1000;700;750;700;900;1000;25;Same length;8;9;Ring finger;January;Fall;No;No;Pizza/Pasta;Water;English;5;9;3;Yes - broadband connection;Text messaging;10;30;5;0;30;5;0;0;45;3;45;1;0;2;Some;Graduate degree;Pop;Invisibility;Rich;Actor;Health;;
USA;CA;2015;12;Male;18;Right-Handed;55;8;74,5;2;Bus;45;.402;51;Martial Arts;800;700;900;900;300;900;26;Same length;7;8;Ring finger;May;Fall;No;No;Meat;Juice;Geography;6;10;5;Yes - other;Text messaging;100;100;3;1;3;2;4;0;1;2;1;1;5;0;Very little;Graduate degree;Reggae;Telepathy;Happy;Relative;Education/Youth development;;
USA;CA;2022;11;Female;17;Right-Handed;158;27;158;1;Bus;40;0.54;36;None;50;50;200;200;1000;1000;26;Right foot;100;90;Index finger;January;Winter;Yes;No;Salads;Water;Other;8.5;12;5;Yes - other;In person;20;15;0.5;3;2.5;5;0;0;10;1;10;0;3.5;1;Some;Some college;Other;Freeze time;Healthy;Other;Health;;
USA;CA;2018;11;Male;17;Right-Handed;173;24;179;2;Walk;15;0.25;29;Basketball;1000;1000;700;400;1000;1000;24;Same length;80;83;Ring finger;April;Winter;No;No;Pizza/Pasta;Water;Mathematics and statistics;8;6;3;Yes - broadband connection;Text messaging;250;240;20;0;1.5;13;6;14;30;30;60;0;0;10;Very little;Undergraduate degree;Rhythm and blues (R&B);Invisibility;Happy;Relative;International aid;;
USA;CA;2013;12;Male;17;Right-Handed;175;26;173;3;Car;15;0.432;53;Soccer;810;1000;850;850;1000;1000;26;Same length;79;84;Ring finger;March;Winter;Yes;No;Meat;Water;History;7;9;3;Yes - other;In person;30;35;15;1;20;5;15;10;10;5;15;10;0;2;A lot;;Rap/Hip hop;Freeze time;Happy;Sports person;International aid;;
USA;CA;2020;12;Male;17;Right-Handed;180;27;170;2;Car;5;.695;55;Soccer;800;600;750;550;100;400;27;Same length;76;76;Same length;June;Winter;No;No;Meat;Water;Science;8;5;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;6;7;3;1;15;28;8;25;34;10;5;10;0;10;A lot;Graduate degree;Rap/Hip hop;Fly;Happy;Relative;Wildlife, animals;;
USA;CA;2015;11;Female;16;Right-Handed;170;24;64;2;Walk;25;0.96;39;Walking/Hiking;600;700;900;700;1000;1000;23;Right foot;83;79;Index finger;December;Winter;No;No;Meat;Sports drink;English;7;7;5;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;15;20;7;0;10;1;0;0;5;2;10;15;0;3;Some;Graduate degree;Rap/Hip hop;Telepathy;Rich;Relative;Wildlife, animals;;
USA;CA;2017;12;Female;17;Right-Handed;169;23;160;1;Car;15;0.646;59;Swimming;100;50;100;100;0;0;;;23;6.5;Same length;May;Winter;Yes;No;Meat;Tea;English;8;10;4;Yes - broadband connection;Cell phone;10;10;10;2;0;2;0;0;5;5;5;6;0;2;Some;Undergraduate degree;Jazz;Invisibility;Happy;Actor;Environment;;
USA;CA;2018;12;Female;17;Ambidextrous;171;24;131;1;Rail (Train/Tram/Subway);60;0.422;34;Martial Arts;540;403;733;439;852;1000;24;Same length;72;65;Index finger;January;Winter;No;No;Desserts;Water;History;10;11;3;Yes - broadband connection;Text messaging;353;355;12;1;6;7;7;15;8;12;24;17;0;3;A lot;Graduate degree;Other;Freeze time;Happy;Relative;International aid;;
USA;CA;2019;11;Female;17;Right-Handed;152,4;;;1;Car;15;.352;37;Athletics;1000;1000;1000;1000;700;900;;;;;;April;Fall;No;No;Seafood;Water;Science;6;9;5;Yes - broadband connection;;70;80;3;0;15;10;10;0;3;1;30;3;0;1;A lot;Graduate degree;Other;Fly;Happy;Relative;International aid;;
USA;CA;2018;9;Male;14;Right-Handed;174;26;175;3;Car;8;.3;32;Other;652;749;898;781;1000;1000;26;Same length;75;90;Ring finger;March;Summer;Yes;No;Meat;Water;Music;6;7;3;Yes - other;Myspace, Facebook, other social networking sites, or blog;29;300;10;0;30;2;50;5;10;1;70;0;1;0;A lot;Graduate degree;Techno/Electronic;Telepathy;Rich;Other;Religious;;
USA;CA;2020;11;Male;16;Right-Handed;177,8;28;183;2;Bus;50;.336;44;Football (American);700;700;800;700;900;1000;28;Same length;75;75;Same length;May;Winter;No;No;Meat;Water;Mathematics and statistics;8;10;7;Yes - broadband connection;Text messaging;200;200;30;30;10;24;15;7;10;70;1;1;0;5;Some;Graduate degree;Rap/Hip hop;Freeze time;Rich;Relative;Wildlife, animals;;
USA;CA;2012;12;Female;17;Right-Handed;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2016;12;Female;16;Left-Handed;70,5;25;182;1;Car;5;0.327;31;Baseball/Softball;1000;936;1000;791;235;187;25;Left foot;79;72;Index finger;November;Summer;No;No;Pizza/Pasta;Water;History;7;10;2;Yes - broadband connection;In person;20;70;100;2;7.5;10;12;0;9;10;6;7;0;3;A lot;Graduate degree;Rap/Hip hop;Telepathy;Healthy;Relative;International aid;;
USA;CA;2020;12;Male;17;Right-Handed;183;25;183;1;Car;5;0.406;38;Basketball;400;400;700;700;850;850;25;Same length;5 1/2;7 1/2;Ring finger;August;Winter;No;No;Seafood;Water;Physical education;8;8;4;Yes - broadband connection;Text messaging;50;100;10;2;5;5;40;40;30;20;50;5;40;0;Some;Graduate degree;Rap/Hip hop;Super strength;Happy;Sports person;Health;;
USA;CA;2015;6;Female;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2018;9;Male;15;Right-Handed;167;25;1520;2;Car;15;0.319;43;Swimming;995;600;900;800;500;700;26;Left foot;80;85;Ring finger;February;Winter;No;No;Poultry;Milk;History;7;8;7;Yes - broadband connection;Text messaging;200;300;9;0;9;3;0;30;10;5;50;0;0;4;None;Graduate degree;Classical;Freeze time;Rich;Other;Health;;
USA;CA;2019;7;Male;12;Right-Handed;175;26.67;177;1;Car;10;0.308;31;Swimming;1000;1000;800;900;1000;1000;25.4;Right foot;75;90;Ring finger;October;Summer;No;No;No favorite;Water;History;10;12;4;Yes - other;Text messaging;0;0;3;1;5;20;8;10;0;0;7;5;0;5;Some;Graduate degree;;Super strength;Happy;Other;Education/Youth development;;
USA;CA;2016;8;Female;12;Right-Handed;162;22.5;153;1;Car;15;0.432;59;Gymnastics;481;369;594;439;30;100;23;Left foot;87;90;Ring finger;April;Spring;No;No;Fruit;Water;Art;7;9;6;Yes - other;Internet chat or instant messaging;308;305;5;;;;;;;;;;;;;;;;;;;;
USA;CA;2023;11;Female;17;Right-Handed;167,6;24.84;50;2;Car;15;0.296;37;Swimming;1000;759;845;492;658;663;25;Same length;2567;51;Ring finger;October;Fall;Yes;No;Meat;Energy drink;Art;6;10;2;Yes - dial-up connection;Internet chat or instant messaging;160;150;24;3;0;2;0;40;34;16;48;58;0;0;A lot;High school;Heavy metal;Telepathy;Rich;Musician or singer;Arts, culture, sports;;
USA;CA;2019;12;Female;17;Right-Handed;167,6;20;158;1;Car;10;0.36;40;Other;358;941;936;818;299;524;20;Same length;30;60;Ring finger;March;Fall;Yes;No;Pizza/Pasta;Water;English;7;8;3;Yes - broadband connection;Text messaging;200;200;2;1;2;2;4;0;1;1;1;1;0;0;Some;Some college;Rap/Hip hop;Freeze time;Happy;Coach or club leader;Wildlife, animals;;
USA;CA;2022;12;Male;16;Right-Handed;177;25;175;2;Car;12;0.303;38;Swimming;701;572;321;636;856;754;25;Same length;84;86;Ring finger;August;Winter;Yes;No;Meat;Water;Science;7;8;4;Yes - broadband connection;In person;5;70;1;1;9;3;9;3;14;3;5;2;0;1;A lot;Graduate degree;Classical;Freeze time;Happy;Religious figure;International aid;;
